day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;88200;KELP;2014;32;;;;;2017;24;;;;;2015.5;463.5234375
-1;88300;KELP;2014;24;;;;;2017;25;;;;;2015.5;460.5703125
-1;88300;RAINFOREST_RESIN;9998;8;9996;1;9995;24;10004;1;10005;24;;;10001.0;1693.0
-1;88400;RAINFOREST_RESIN;9995;30;;;;;10002;6;10005;30;;;9998.5;1693.0
-1;88400;KELP;2014;30;;;;;2016;8;2017;30;;;2015.0;459.90625
-1;88500;KELP;2013;28;;;;;2017;28;;;;;2015.0;441.546875
-1;88500;RAINFOREST_RESIN;10002;9;9995;28;;;10005;28;;;;;10003.5;1693.0
-1;88600;RAINFOREST_RESIN;9995;23;;;;;10000;5;10002;3;10005;23;9997.5;1711.0
-1;88600;KELP;2013;23;;;;;2014;2;2015;5;2017;23;2013.5;443.71875
-1;88700;KELP;2013;25;;;;;2015;4;2017;25;;;2014.0;444.1171875
-1;88700;RAINFOREST_RESIN;9998;3;9995;25;;;10005;25;;;;;10001.5;1711.0
-1;88800;RAINFOREST_RESIN;9998;9;9996;2;9995;28;10004;2;10005;28;;;10001.0;1711.0
-1;88800;KELP;2013;30;;;;;2014;2;2017;30;;;2013.5;440.75
-1;88900;KELP;2013;24;;;;;2017;25;;;;;2015.0;449.0234375
-1;88900;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1714.0
-1;89000;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1720.0
-1;89000;KELP;2014;22;;;;;2016;3;2017;22;;;2015.0;461.5703125
-1;89100;KELP;2014;33;;;;;2017;27;;;;;2015.5;471.59375
-1;89100;RAINFOREST_RESIN;9998;6;9996;1;9995;26;10004;1;10005;26;;;10001.0;1720.0
-1;89200;RAINFOREST_RESIN;9996;1;9995;27;;;10002;2;10004;1;10005;27;9999.0;1720.0
-1;89200;KELP;2014;28;;;;;2016;5;2017;28;;;2015.0;463.9140625
-1;89300;KELP;2014;28;;;;;2017;28;;;;;2015.5;459.328125
-1;89300;RAINFOREST_RESIN;9998;2;9996;2;9995;26;10004;2;10005;26;;;10001.0;1720.0
-1;89400;RAINFOREST_RESIN;9998;8;9995;20;;;10005;20;;;;;10001.5;1720.0
-1;89400;KELP;2013;20;;;;;2017;20;;;;;2015.0;456.5390625
-1;89500;KELP;2014;31;;;;;2017;31;;;;;2015.5;462.046875
-1;89500;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1720.0
-1;89600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1720.0
-1;89600;KELP;2014;25;;;;;2016;6;2017;1;2018;24;2015.0;478.3046875
-1;89700;KELP;2015;1;2014;30;;;2017;2;2018;28;;;2016.0;479.7265625
-1;89700;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1720.0
-1;89800;RAINFOREST_RESIN;9998;4;9995;24;;;10005;24;;;;;10001.5;1720.0
-1;89800;KELP;2014;23;;;;;2017;24;;;;;2015.5;466.9453125
-1;89900;KELP;2014;23;;;;;2017;23;;;;;2015.5;469.0859375
-1;89900;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1720.0
-1;90000;RAINFOREST_RESIN;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;1720.0
-1;90000;KELP;2014;29;;;;;2017;29;;;;;2015.5;473.9140625
-1;90100;KELP;2014;36;;;;;2017;28;;;;;2015.5;478.2734375
-1;90100;RAINFOREST_RESIN;9996;1;9995;27;;;10002;1;10004;1;10005;27;9999.0;1721.0
-1;90200;RAINFOREST_RESIN;9995;23;;;;;10002;7;10005;23;;;9998.5;1721.0
-1;90200;KELP;2014;27;;;;;2017;23;;;;;2015.5;474.046875
-1;90300;KELP;2014;23;;;;;2017;23;;;;;2015.5;475.1171875
-1;90300;RAINFOREST_RESIN;9998;3;9996;2;9995;21;10004;2;10005;21;;;10001.0;1721.0
-1;90400;RAINFOREST_RESIN;9996;2;9995;26;;;10002;4;10004;2;10005;26;9999.0;1721.0
-1;90400;KELP;2014;34;;;;;2017;28;;;;;2015.5;462.328125
-1;90500;KELP;2014;26;;;;;2017;26;;;;;2015.5;469.875
-1;90500;RAINFOREST_RESIN;9998;8;9995;26;;;10005;26;;;;;10001.5;1721.0
-1;90600;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1723.0
-1;90600;KELP;2014;23;;;;;2017;23;;;;;2015.5;482.078125
-1;90700;KELP;2014;26;;;;;2017;2;2018;24;;;2015.5;483.2421875
-1;90700;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;1723.0
-1;90800;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1725.0
-1;90800;KELP;2014;25;;;;;2017;25;;;;;2015.5;480.10546875
-1;90900;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1733.0
-1;90900;KELP;2017;1;2014;25;;;2018;25;;;;;2017.5;493.16015625
-1;91000;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1733.0
-1;91000;KELP;2017;1;2014;30;;;2018;30;;;;;2017.5;494.0625
-1;91100;KELP;2015;23;;;;;2018;23;;;;;2016.5;498.15625
-1;91100;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1733.0
-1;91200;KELP;2015;22;;;;;2018;22;;;;;2016.5;501.7734375
-1;91200;RAINFOREST_RESIN;9995;22;;;;;10002;2;10005;22;;;9998.5;1733.0
-1;91300;RAINFOREST_RESIN;9995;20;;;;;10002;6;10005;20;;;9998.5;1733.0
-1;91300;KELP;2015;23;;;;;2018;20;;;;;2016.5;504.75
-1;91400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;1733.0
-1;91400;KELP;2015;21;;;;;2018;21;;;;;2016.5;503.0
-1;91500;KELP;2015;23;;;;;2018;23;;;;;2016.5;508.78515625
-1;91500;RAINFOREST_RESIN;9998;7;9995;23;;;10005;23;;;;;10001.5;1733.0
-1;91600;KELP;2016;2;2015;27;;;2018;27;;;;;2017.0;507.73828125
-1;91600;RAINFOREST_RESIN;10000;2;9998;2;9995;27;10005;27;;;;;10002.5;1733.0
-1;91700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;1733.0
-1;91700;KELP;2017;5;2015;30;;;2018;2;2019;28;;;2017.5;511.70703125
-1;91800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;1735.0
-1;91800;KELP;2017;1;2015;26;;;2019;26;;;;;2018.0;512.6015625
-1;91900;KELP;2016;3;2015;30;;;2019;30;;;;;2017.5;514.765625
-1;91900;RAINFOREST_RESIN;10000;3;9996;2;9995;28;10002;9;10004;2;10005;28;10001.0;1735.0
-1;92000;KELP;2015;28;;;;;2017;1;2019;28;;;2016.0;513.1796875
-1;92000;RAINFOREST_RESIN;9998;7;9995;28;;;10005;28;;;;;10001.5;1735.0
-1;92100;RAINFOREST_RESIN;9995;28;;;;;9998;1;10005;28;;;9996.5;1736.0
-1;92100;KELP;2015;28;;;;;2018;28;;;;;2016.5;507.26171875
-1;92200;RAINFOREST_RESIN;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;1742.0
-1;92200;KELP;2015;23;;;;;2018;23;;;;;2016.5;510.96875
-1;92300;KELP;2015;26;;;;;2018;26;;;;;2016.5;513.6796875
-1;92300;RAINFOREST_RESIN;9996;1;9995;25;;;9998;1;10004;1;10005;25;9997.0;1742.0
-1;92400;KELP;2015;25;;;;;2018;25;;;;;2016.5;511.16796875
-1;92400;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1744.0
-1;92500;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1744.0
-1;92500;KELP;2015;23;;;;;2018;23;;;;;2016.5;516.625
-1;92600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1744.0
-1;92600;KELP;2017;1;2015;25;;;2018;25;;;;;2017.5;521.03125
-1;92700;KELP;2016;4;2015;29;;;2019;29;;;;;2017.5;532.84375
-1;92700;RAINFOREST_RESIN;10002;1;9996;2;9995;27;10004;2;10005;27;;;10003.0;1744.0
-1;92800;KELP;2016;2;2015;20;;;2019;22;;;;;2017.5;537.484375
-1;92800;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;1746.0
-1;92900;RAINFOREST_RESIN;9998;7;9996;1;9995;26;10004;1;10005;26;;;10001.0;1746.0
-1;92900;KELP;2016;1;2015;26;;;2019;27;;;;;2017.5;539.953125
-1;93000;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;1746.0
-1;93000;KELP;2016;27;;;;;2019;20;;;;;2017.5;542.390625
-1;93100;KELP;2018;3;2016;22;;;2019;1;2020;21;;;2018.5;561.609375
-1;93100;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1746.0
-1;93200;KELP;2017;21;;;;;2019;2;2020;21;;;2018.0;588.2734375
-1;93200;RAINFOREST_RESIN;9995;21;;;;;9998;1;10005;21;;;9996.5;1752.0
-1;93300;RAINFOREST_RESIN;9995;29;;;;;10002;9;10005;29;;;9998.5;1754.0
-1;93300;KELP;2019;1;2017;29;;;2020;29;;;;;2019.5;594.68359375
-1;93400;RAINFOREST_RESIN;9996;2;9995;27;;;9998;3;10004;2;10005;27;9997.0;1754.0
-1;93400;KELP;2018;29;;;;;2021;29;;;;;2019.5;640.81640625
-1;93500;KELP;2019;2;2018;26;;;2020;6;2021;1;2022;25;2019.5;644.546875
-1;93500;RAINFOREST_RESIN;10000;2;9996;1;9995;25;10004;1;10005;25;;;10002.0;1760.0
-1;93600;KELP;2020;33;;;;;2023;29;;;;;2021.5;693.37890625
-1;93600;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1760.0
-1;93700;RAINFOREST_RESIN;10002;1;9996;2;9995;23;10004;2;10005;23;;;10003.0;1763.0
-1;93700;KELP;2019;25;;;;;2022;2;2023;23;;;2020.5;674.25390625
-1;93800;RAINFOREST_RESIN;9995;30;;;;;9998;1;10002;5;10005;30;9996.5;1765.0
-1;93800;KELP;2020;35;;;;;2023;30;;;;;2021.5;691.3671875
-1;93900;KELP;2020;3;2019;28;;;2023;28;;;;;2021.5;684.375
-1;93900;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1771.0
-1;94000;KELP;2019;31;;;;;2022;31;;;;;2020.5;660.5234375
-1;94000;RAINFOREST_RESIN;10002;4;9998;8;9996;1;10004;1;10005;30;;;10003.0;1771.0
-1;94100;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1779.0
-1;94100;KELP;2019;33;;;;;2022;30;;;;;2020.5;658.734375
-1;94200;RAINFOREST_RESIN;9995;22;;;;;10002;7;10005;22;;;9998.5;1779.0
-1;94200;KELP;2019;22;;;;;2023;22;;;;;2021.0;675.765625
-1;94300;KELP;2020;1;2019;26;;;2023;26;;;;;2021.5;681.203125
-1;94300;RAINFOREST_RESIN;10002;1;9996;2;9995;24;10004;2;10005;24;;;10003.0;1779.0
-1;94400;KELP;2020;29;;;;;2023;29;;;;;2021.5;686.3671875
-1;94400;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;1802.0
-1;94500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;1802.0
-1;94500;KELP;2019;25;;;;;2023;25;;;;;2021.0;679.62109375
-1;94600;RAINFOREST_RESIN;9998;2;9995;22;;;10005;22;;;;;10001.5;1805.0
-1;94600;KELP;2020;22;;;;;2023;22;;;;;2021.5;686.27734375
-1;94700;KELP;2020;21;;;;;2022;6;2023;21;;;2021.0;697.75
-1;94700;RAINFOREST_RESIN;10002;1;9996;1;9995;20;10004;1;10005;20;;;10003.0;1805.0
-1;94800;KELP;2020;28;;;;;2022;1;2023;28;;;2021.0;698.67578125
-1;94800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1807.0
-1;94900;RAINFOREST_RESIN;9995;27;;;;;9998;1;10005;27;;;9996.5;1807.0
-1;94900;KELP;2020;27;;;;;2023;27;;;;;2021.5;694.58203125
-1;95000;RAINFOREST_RESIN;9998;9;9996;1;9995;21;10004;1;10005;21;;;10001.0;1809.0
-1;95000;KELP;2021;1;2019;22;;;2023;22;;;;;2022.0;677.55859375
-1;95100;KELP;2019;25;;;;;2022;25;;;;;2020.5;660.80078125
-1;95100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1809.0
-1;95200;KELP;2019;30;;;;;2022;30;;;;;2020.5;670.78125
-1;95200;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1809.0
-1;95300;RAINFOREST_RESIN;9995;24;;;;;10002;9;10005;24;;;9998.5;1809.0
-1;95300;KELP;2019;24;;;;;2022;24;;;;;2020.5;667.578125
-1;95400;RAINFOREST_RESIN;9995;21;;;;;10002;1;10005;21;;;9998.5;1810.0
-1;95400;KELP;2019;21;;;;;2022;21;;;;;2020.5;667.91796875
-1;95500;KELP;2019;27;;;;;2022;27;;;;;2020.5;658.359375
-1;95500;RAINFOREST_RESIN;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;1810.0
-1;95600;KELP;2018;29;;;;;2022;30;;;;;2020.0;647.5703125
-1;95600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1810.0
-1;95700;RAINFOREST_RESIN;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;1810.0
-1;95700;KELP;2018;23;;;;;2020;6;2021;23;;;2019.0;631.390625
-1;95800;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1812.0
-1;95800;KELP;2018;5;2017;21;;;2021;21;;;;;2019.5;618.5
-1;95900;KELP;2017;23;;;;;2019;8;2020;23;;;2018.0;618.38671875
-1;95900;RAINFOREST_RESIN;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;1812.0
-1;96000;KELP;2016;24;;;;;2019;1;2020;23;;;2017.5;600.82421875
-1;96000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1836.0
-1;96100;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1836.0
-1;96100;KELP;2016;23;;;;;2019;23;;;;;2017.5;592.39453125
-1;96200;RAINFOREST_RESIN;9996;2;9995;24;;;9998;5;10004;2;10005;24;9997.0;1836.0
-1;96200;KELP;2017;1;2016;24;;;2020;26;;;;;2018.5;607.125
-1;96300;KELP;2016;26;;;;;2019;2;2020;25;;;2017.5;601.109375
-1;96300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1846.0
-1;96400;KELP;2016;30;;;;;2020;30;;;;;2018.0;608.30859375
-1;96400;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;1846.0
-1;96500;RAINFOREST_RESIN;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;1846.0
-1;96500;KELP;2017;29;;;;;2020;29;;;;;2018.5;614.6953125
-1;96600;RAINFOREST_RESIN;9995;24;;;;;10002;3;10005;24;;;9998.5;1846.0
-1;96600;KELP;2017;24;;;;;2021;24;;;;;2019.0;626.74609375
-1;96700;KELP;2018;32;;;;;2021;32;;;;;2019.5;643.99609375
-1;96700;RAINFOREST_RESIN;9996;2;9995;30;;;10002;9;10004;2;10005;30;9999.0;1846.0
-1;96800;KELP;2019;8;2018;26;;;2022;27;;;;;2020.5;654.5625
-1;96800;RAINFOREST_RESIN;10002;3;9998;2;9996;1;10004;1;10005;26;;;10003.0;1853.0
-1;96900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1859.0
-1;96900;KELP;2018;26;;;;;2022;26;;;;;2020.0;647.5
-1;97000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1865.0
-1;97000;KELP;2018;28;;;;;2021;28;;;;;2019.5;641.3203125
-1;97100;KELP;2018;28;;;;;2020;5;2021;28;;;2019.0;645.58203125
-1;97100;RAINFOREST_RESIN;9995;28;;;;;10002;4;10005;28;;;9998.5;1865.0
-1;97200;RAINFOREST_RESIN;9996;1;9995;22;;;10000;3;10004;1;10005;22;9998.0;1865.0
-1;97200;KELP;2018;23;;;;;2019;3;2021;1;2022;22;2018.5;648.05859375
-1;97300;KELP;2018;24;;;;;2021;25;;;;;2019.5;648.9140625
-1;97300;RAINFOREST_RESIN;9998;3;9996;1;9995;24;10004;1;10005;24;;;10001.0;1865.0
-1;97400;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1865.0
-1;97400;KELP;2018;27;;;;;2022;27;;;;;2020.0;656.7421875
-1;97500;KELP;2019;5;2018;22;;;2022;24;;;;;2020.5;660.80078125
-1;97500;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;1865.0
-1;97600;RAINFOREST_RESIN;9996;1;9995;30;;;10002;7;10004;1;10005;30;9999.0;1865.0
-1;97600;KELP;2019;31;;;;;2021;7;2022;1;2023;30;2020.0;677.7265625
-1;97700;KELP;2018;22;;;;;2020;2;2022;22;;;2019.0;655.65625
-1;97700;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1865.0
-1;97800;RAINFOREST_RESIN;9995;27;;;;;10002;6;10005;27;;;9998.5;1865.0
-1;97800;KELP;2018;27;;;;;2020;1;2022;27;;;2019.0;654.76171875
-1;97900;KELP;2018;25;;;;;2021;1;2022;25;;;2019.5;660.703125
-1;97900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1865.0
-1;98000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1865.0
-1;98000;KELP;2017;24;;;;;2021;24;;;;;2019.0;628.265625
-1;98100;KELP;2018;29;;;;;2021;29;;;;;2019.5;638.40625
-1;98100;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10002;2;10004;1;9997.0;1868.0
-1;98300;KELP;2020;2;2018;57;;;2021;55;;;;;2020.5;651.140625
-1;98300;RAINFOREST_RESIN;9996;3;9995;52;;;10004;3;10005;52;;;10000.0;1870.0
-1;98400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1870.0
-1;98400;KELP;2018;30;;;;;2020;7;2021;30;;;2019.0;653.609375
-1;98500;KELP;2018;31;;;;;2021;31;;;;;2019.5;658.6171875
-1;98500;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;1870.0
-1;98600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1870.0
-1;98600;KELP;2018;28;;;;;2022;28;;;;;2020.0;680.8359375
-1;98700;KELP;2019;29;;;;;2022;29;;;;;2020.5;697.15625
-1;98700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;1900.0
-1;98800;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;1900.0
-1;98800;KELP;2020;1;2018;24;;;2021;24;;;;;2020.5;667.15625
-1;98900;KELP;2018;26;;;;;2021;26;;;;;2019.5;652.3125
-1;98900;RAINFOREST_RESIN;9998;10;9995;26;;;10005;26;;;;;10001.5;1902.0
-1;99000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1902.0
-1;99000;KELP;2018;25;;;;;2020;4;2021;26;;;2019.0;654.53125
-1;99100;KELP;2018;31;;;;;2021;25;;;;;2019.5;657.375
-1;99100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;1902.0
-1;99200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;1902.0
-1;99200;KELP;2018;27;;;;;2021;22;;;;;2019.5;661.875
-1;99300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;663.5625
-1;99300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;1902.0
-1;99400;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;1902.0
-1;99400;KELP;2018;26;;;;;2022;26;;;;;2020.0;674.984375
-1;99500;KELP;2018;24;;;;;2022;24;;;;;2020.0;691.421875
-1;99500;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;1902.0
-1;99600;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;1902.0
-1;99600;KELP;2019;4;2018;28;;;2022;28;;;;;2020.5;687.984375
-1;99700;KELP;2018;30;;;;;2022;30;;;;;2020.0;688.46875
-1;99700;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;1904.0
-1;99800;KELP;2018;28;;;;;2022;28;;;;;2020.0;686.2109375
-1;99800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1904.0
-1;99900;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;1904.0
-1;99900;KELP;2018;28;;;;;2021;29;;;;;2019.5;669.2578125
-1;100000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;1906.0
-1;100000;KELP;2018;24;;;;;2020;5;2021;24;;;2019.0;671.7109375
-1;100100;KELP;2018;29;;;;;2021;29;;;;;2019.5;674.5234375
-1;100100;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;1906.0
-1;100200;KELP;2018;23;;;;;2020;1;2021;23;;;2019.0;678.98828125
-1;100200;RAINFOREST_RESIN;9998;5;9996;1;9995;22;10004;1;10005;22;;;10001.0;1908.0
-1;100300;RAINFOREST_RESIN;9998;4;9996;1;9995;30;10004;1;10005;30;;;10001.0;1908.0
-1;100300;KELP;2018;31;;;;;2021;31;;;;;2019.5;677.3515625
-1;100400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;1908.0
-1;100400;KELP;2018;30;;;;;2021;30;;;;;2019.5;671.578125
-1;100500;KELP;2018;22;;;;;2021;22;;;;;2019.5;670.828125
-1;100500;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1912.0
-1;100600;KELP;2018;29;;;;;2020;1;2021;29;;;2019.0;674.35546875
-1;100600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;1912.0
-1;100700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;1912.0
-1;100700;KELP;2018;31;;;;;2021;31;;;;;2019.5;677.77734375
-1;100800;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;1914.0
-1;100800;KELP;2018;35;;;;;2021;28;;;;;2019.5;675.86328125
-1;100900;KELP;2018;19;;;;;2021;27;;;;;2019.5;678.37109375
-1;100900;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;1914.0
-1;101000;KELP;2018;31;;;;;2021;30;;;;;2019.5;676.90625
-1;101000;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;1914.0
-1;101100;RAINFOREST_RESIN;9998;4;9996;1;9995;21;10004;1;10005;21;;;10001.0;1918.0
-1;101100;KELP;2019;5;2018;21;;;2022;22;;;;;2020.5;688.73828125
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;1918.0
-1;101200;KELP;2019;25;;;;;2022;26;;;;;2020.5;692.412109375
-1;101300;KELP;2019;27;;;;;2022;27;;;;;2020.5;696.224609375
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;1918.0
-1;101400;KELP;2019;22;;;;;2021;5;2022;22;;;2020.0;691.62109375
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;1922.0
-1;101500;RAINFOREST_RESIN;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;1922.0
-1;101500;KELP;2020;5;2018;22;;;2022;22;;;;;2021.0;687.615234375
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;1922.0
-1;101600;KELP;2019;21;;;;;2022;27;;;;;2020.5;688.98046875
-1;101700;KELP;2018;27;;;;;2022;27;;;;;2020.0;683.83203125
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;27;;;;;10001.5;1922.0
-1;101800;KELP;2018;26;;;;;2021;2;2022;24;;;2019.5;683.8359375
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;1922.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;1922.0
-1;101900;KELP;2018;23;;;;;2020;6;2022;23;;;2019.0;686.66796875
-1;102000;RAINFOREST_RESIN;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;1922.0
-1;102000;KELP;2018;30;;;;;2022;30;;;;;2020.0;687.1875
-1;102100;KELP;2019;24;;;;;2022;24;;;;;2020.5;688.880859375
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;1924.0
-1;102200;KELP;2019;30;;;;;2021;7;2022;30;;;2020.0;690.1328125
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;1924.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;1932.0
-1;102300;KELP;2020;4;2019;1;2018;24;2022;25;;;;;2021.0;696.17529296875
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;1932.0
-1;102400;KELP;2019;23;;;;;2022;23;;;;;2020.5;696.0
-1;102500;KELP;2019;29;;;;;2022;29;;;;;2020.5;696.0
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;1932.0
-1;102600;KELP;2018;25;;;;;2021;25;;;;;2019.5;698.633544921875
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;1932.0
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;1932.0
-1;102700;KELP;2018;21;;;;;2022;21;;;;;2020.0;698.302490234375
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;1932.0
-1;102800;KELP;2018;28;;;;;2022;28;;;;;2020.0;698.1083984375
-1;102900;KELP;2020;4;2019;4;2018;28;2021;1;2022;27;;;2020.5;698.329345703125
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;1932.0
-1;103000;KELP;2018;31;;;;;2020;4;2021;1;2022;30;2019.0;698.31689453125
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;1932.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;1932.0
-1;103100;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;698.0
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;1932.0
-1;103200;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;698.0
-1;103300;KELP;2019;34;;;;;2022;26;;;;;2020.5;699.544921875
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;1940.0
